1	50
2	100
3	50
4	100
5	150
6	50
7	100
8	50
9	100
10	150
11	50
12	100
13	50
14	100
15	150
16	50
17	100
18	50
19	100
20	150
21	50
22	100
23	50
24	100
25	150
26	50
27	100
28	50
29	100
30	150
31	50
32	100
33	50
34	100
35	150
36	50
37	100
38	50
39	100
40	150
41	50
42	100
43	50
44	100
45	150
46	50
47	100
48	50
49	100
50	150
51	50
52	100
53	50
54	100
55	150
56	50
57	100
58	50
59	100
60	150
61	50
62	100
63	50
64	100
65	150
66	50
67	100
68	50
69	100
70	150
71	50
72	100
73	50
74	100
75	150
76	50
77	100
78	50
79	100
80	150
81	50
82	100
83	50
84	100
85	150
86	50
87	100
88	50
89	100
90	150
91	50
92	100
93	50
94	100
95	150
96	50
97	100
98	50
99	100
100	150
