1	1	380
1	2	380
1	3	380
1	4	380
1	5	380
1	6	380
1	7	380
1	8	380
1	9	380
1	10	380
1	11	380
1	12	380
1	13	380
1	14	380
1	15	380
1	16	380
1	17	380
1	18	380
1	19	380
1	20	380
1	21	380
1	22	380
1	23	380
1	24	380
1	25	380
1	26	380
1	27	380
1	28	380
1	29	380
1	30	380
1	31	380
1	32	380
1	33	380
1	34	380
1	35	380
1	36	380
1	37	380
1	38	380
1	39	380
1	40	380
1	41	380
1	42	380
1	43	380
1	44	380
1	45	380
1	46	380
1	47	380
1	48	380
1	49	380
1	50	380
2	1	380
2	2	380
2	3	380
2	4	380
2	5	380
2	6	380
2	7	380
2	8	380
2	9	380
2	10	380
2	11	380
2	12	380
2	13	380
2	14	380
2	15	380
2	16	380
2	17	380
2	18	380
2	19	380
2	20	380
2	21	380
2	22	380
2	23	380
2	24	380
2	25	380
2	26	380
2	27	380
2	28	380
2	29	380
2	30	380
2	31	380
2	32	380
2	33	380
2	34	380
2	35	380
2	36	380
2	37	380
2	38	380
2	39	380
2	40	380
2	41	380
2	42	380
2	43	380
2	44	380
2	45	380
2	46	380
2	47	380
2	48	380
2	49	380
2	50	380
3	1	380
3	2	380
3	3	380
3	4	380
3	5	380
3	6	380
3	7	380
3	8	380
3	9	380
3	10	380
3	11	380
3	12	380
3	13	380
3	14	380
3	15	380
3	16	380
3	17	380
3	18	380
3	19	380
3	20	380
3	21	380
3	22	380
3	23	380
3	24	380
3	25	380
3	26	380
3	27	380
3	28	380
3	29	380
3	30	380
3	31	380
3	32	380
3	33	380
3	34	380
3	35	380
3	36	380
3	37	380
3	38	380
3	39	380
3	40	380
3	41	380
3	42	380
3	43	380
3	44	380
3	45	380
3	46	380
3	47	380
3	48	380
3	49	380
3	50	380
4	1	380
4	2	380
4	3	380
4	4	380
4	5	380
4	6	380
4	7	380
4	8	380
4	9	380
4	10	380
4	11	380
4	12	380
4	13	380
4	14	380
4	15	380
4	16	380
4	17	380
4	18	380
4	19	380
4	20	380
4	21	380
4	22	380
4	23	380
4	24	380
4	25	380
4	26	380
4	27	380
4	28	380
4	29	380
4	30	380
4	31	380
4	32	380
4	33	380
4	34	380
4	35	380
4	36	380
4	37	380
4	38	380
4	39	380
4	40	380
4	41	380
4	42	380
4	43	380
4	44	380
4	45	380
4	46	380
4	47	380
4	48	380
4	49	380
4	50	380
5	1	380
5	2	380
5	3	380
5	4	380
5	5	380
5	6	380
5	7	380
5	8	380
5	9	380
5	10	380
5	11	380
5	12	380
5	13	380
5	14	380
5	15	380
5	16	380
5	17	380
5	18	380
5	19	380
5	20	380
5	21	380
5	22	380
5	23	380
5	24	380
5	25	380
5	26	380
5	27	380
5	28	380
5	29	380
5	30	380
5	31	380
5	32	380
5	33	380
5	34	380
5	35	380
5	36	380
5	37	380
5	38	380
5	39	380
5	40	380
5	41	380
5	42	380
5	43	380
5	44	380
5	45	380
5	46	380
5	47	380
5	48	380
5	49	380
5	50	380
6	1	380
6	2	380
6	3	380
6	4	380
6	5	380
6	6	380
6	7	380
6	8	380
6	9	380
6	10	380
6	11	380
6	12	380
6	13	380
6	14	380
6	15	380
6	16	380
6	17	380
6	18	380
6	19	380
6	20	380
6	21	380
6	22	380
6	23	380
6	24	380
6	25	380
6	26	380
6	27	380
6	28	380
6	29	380
6	30	380
6	31	380
6	32	380
6	33	380
6	34	380
6	35	380
6	36	380
6	37	380
6	38	380
6	39	380
6	40	380
6	41	380
6	42	380
6	43	380
6	44	380
6	45	380
6	46	380
6	47	380
6	48	380
6	49	380
6	50	380
7	1	380
7	2	380
7	3	380
7	4	380
7	5	380
7	6	380
7	7	380
7	8	380
7	9	380
7	10	380
7	11	380
7	12	380
7	13	380
7	14	380
7	15	380
7	16	380
7	17	380
7	18	380
7	19	380
7	20	380
7	21	380
7	22	380
7	23	380
7	24	380
7	25	380
7	26	380
7	27	380
7	28	380
7	29	380
7	30	380
7	31	380
7	32	380
7	33	380
7	34	380
7	35	380
7	36	380
7	37	380
7	38	380
7	39	380
7	40	380
7	41	380
7	42	380
7	43	380
7	44	380
7	45	380
7	46	380
7	47	380
7	48	380
7	49	380
7	50	380
8	1	380
8	2	380
8	3	380
8	4	380
8	5	380
8	6	380
8	7	380
8	8	380
8	9	380
8	10	380
8	11	380
8	12	380
8	13	380
8	14	380
8	15	380
8	16	380
8	17	380
8	18	380
8	19	380
8	20	380
8	21	380
8	22	380
8	23	380
8	24	380
8	25	380
8	26	380
8	27	380
8	28	380
8	29	380
8	30	380
8	31	380
8	32	380
8	33	380
8	34	380
8	35	380
8	36	380
8	37	380
8	38	380
8	39	380
8	40	380
8	41	380
8	42	380
8	43	380
8	44	380
8	45	380
8	46	380
8	47	380
8	48	380
8	49	380
8	50	380
9	1	380
9	2	380
9	3	380
9	4	380
9	5	380
9	6	380
9	7	380
9	8	380
9	9	380
9	10	380
9	11	380
9	12	380
9	13	380
9	14	380
9	15	380
9	16	380
9	17	380
9	18	380
9	19	380
9	20	380
9	21	380
9	22	380
9	23	380
9	24	380
9	25	380
9	26	380
9	27	380
9	28	380
9	29	380
9	30	380
9	31	380
9	32	380
9	33	380
9	34	380
9	35	380
9	36	380
9	37	380
9	38	380
9	39	380
9	40	380
9	41	380
9	42	380
9	43	380
9	44	380
9	45	380
9	46	380
9	47	380
9	48	380
9	49	380
9	50	380
10	1	380
10	2	380
10	3	380
10	4	380
10	5	380
10	6	380
10	7	380
10	8	380
10	9	380
10	10	380
10	11	380
10	12	380
10	13	380
10	14	380
10	15	380
10	16	380
10	17	380
10	18	380
10	19	380
10	20	380
10	21	380
10	22	380
10	23	380
10	24	380
10	25	380
10	26	380
10	27	380
10	28	380
10	29	380
10	30	380
10	31	380
10	32	380
10	33	380
10	34	380
10	35	380
10	36	380
10	37	380
10	38	380
10	39	380
10	40	380
10	41	380
10	42	380
10	43	380
10	44	380
10	45	380
10	46	380
10	47	380
10	48	380
10	49	380
10	50	380
11	1	380
11	2	380
11	3	380
11	4	380
11	5	380
11	6	380
11	7	380
11	8	380
11	9	380
11	10	380
11	11	380
11	12	380
11	13	380
11	14	380
11	15	380
11	16	380
11	17	380
11	18	380
11	19	380
11	20	380
11	21	380
11	22	380
11	23	380
11	24	380
11	25	380
11	26	380
11	27	380
11	28	380
11	29	380
11	30	380
11	31	380
11	32	380
11	33	380
11	34	380
11	35	380
11	36	380
11	37	380
11	38	380
11	39	380
11	40	380
11	41	380
11	42	380
11	43	380
11	44	380
11	45	380
11	46	380
11	47	380
11	48	380
11	49	380
11	50	380
12	1	380
12	2	380
12	3	380
12	4	380
12	5	380
12	6	380
12	7	380
12	8	380
12	9	380
12	10	380
12	11	380
12	12	380
12	13	380
12	14	380
12	15	380
12	16	380
12	17	380
12	18	380
12	19	380
12	20	380
12	21	380
12	22	380
12	23	380
12	24	380
12	25	380
12	26	380
12	27	380
12	28	380
12	29	380
12	30	380
12	31	380
12	32	380
12	33	380
12	34	380
12	35	380
12	36	380
12	37	380
12	38	380
12	39	380
12	40	380
12	41	380
12	42	380
12	43	380
12	44	380
12	45	380
12	46	380
12	47	380
12	48	380
12	49	380
12	50	380
13	1	380
13	2	380
13	3	380
13	4	380
13	5	380
13	6	380
13	7	380
13	8	380
13	9	380
13	10	380
13	11	380
13	12	380
13	13	380
13	14	380
13	15	380
13	16	380
13	17	380
13	18	380
13	19	380
13	20	380
13	21	380
13	22	380
13	23	380
13	24	380
13	25	380
13	26	380
13	27	380
13	28	380
13	29	380
13	30	380
13	31	380
13	32	380
13	33	380
13	34	380
13	35	380
13	36	380
13	37	380
13	38	380
13	39	380
13	40	380
13	41	380
13	42	380
13	43	380
13	44	380
13	45	380
13	46	380
13	47	380
13	48	380
13	49	380
13	50	380
14	1	380
14	2	380
14	3	380
14	4	380
14	5	380
14	6	380
14	7	380
14	8	380
14	9	380
14	10	380
14	11	380
14	12	380
14	13	380
14	14	380
14	15	380
14	16	380
14	17	380
14	18	380
14	19	380
14	20	380
14	21	380
14	22	380
14	23	380
14	24	380
14	25	380
14	26	380
14	27	380
14	28	380
14	29	380
14	30	380
14	31	380
14	32	380
14	33	380
14	34	380
14	35	380
14	36	380
14	37	380
14	38	380
14	39	380
14	40	380
14	41	380
14	42	380
14	43	380
14	44	380
14	45	380
14	46	380
14	47	380
14	48	380
14	49	380
14	50	380
15	1	380
15	2	380
15	3	380
15	4	380
15	5	380
15	6	380
15	7	380
15	8	380
15	9	380
15	10	380
15	11	380
15	12	380
15	13	380
15	14	380
15	15	380
15	16	380
15	17	380
15	18	380
15	19	380
15	20	380
15	21	380
15	22	380
15	23	380
15	24	380
15	25	380
15	26	380
15	27	380
15	28	380
15	29	380
15	30	380
15	31	380
15	32	380
15	33	380
15	34	380
15	35	380
15	36	380
15	37	380
15	38	380
15	39	380
15	40	380
15	41	380
15	42	380
15	43	380
15	44	380
15	45	380
15	46	380
15	47	380
15	48	380
15	49	380
15	50	380
16	1	380
16	2	380
16	3	380
16	4	380
16	5	380
16	6	380
16	7	380
16	8	380
16	9	380
16	10	380
16	11	380
16	12	380
16	13	380
16	14	380
16	15	380
16	16	380
16	17	380
16	18	380
16	19	380
16	20	380
16	21	380
16	22	380
16	23	380
16	24	380
16	25	380
16	26	380
16	27	380
16	28	380
16	29	380
16	30	380
16	31	380
16	32	380
16	33	380
16	34	380
16	35	380
16	36	380
16	37	380
16	38	380
16	39	380
16	40	380
16	41	380
16	42	380
16	43	380
16	44	380
16	45	380
16	46	380
16	47	380
16	48	380
16	49	380
16	50	380
17	1	380
17	2	380
17	3	380
17	4	380
17	5	380
17	6	380
17	7	380
17	8	380
17	9	380
17	10	380
17	11	380
17	12	380
17	13	380
17	14	380
17	15	380
17	16	380
17	17	380
17	18	380
17	19	380
17	20	380
17	21	380
17	22	380
17	23	380
17	24	380
17	25	380
17	26	380
17	27	380
17	28	380
17	29	380
17	30	380
17	31	380
17	32	380
17	33	380
17	34	380
17	35	380
17	36	380
17	37	380
17	38	380
17	39	380
17	40	380
17	41	380
17	42	380
17	43	380
17	44	380
17	45	380
17	46	380
17	47	380
17	48	380
17	49	380
17	50	380
18	1	380
18	2	380
18	3	380
18	4	380
18	5	380
18	6	380
18	7	380
18	8	380
18	9	380
18	10	380
18	11	380
18	12	380
18	13	380
18	14	380
18	15	380
18	16	380
18	17	380
18	18	380
18	19	380
18	20	380
18	21	380
18	22	380
18	23	380
18	24	380
18	25	380
18	26	380
18	27	380
18	28	380
18	29	380
18	30	380
18	31	380
18	32	380
18	33	380
18	34	380
18	35	380
18	36	380
18	37	380
18	38	380
18	39	380
18	40	380
18	41	380
18	42	380
18	43	380
18	44	380
18	45	380
18	46	380
18	47	380
18	48	380
18	49	380
18	50	380
19	1	380
19	2	380
19	3	380
19	4	380
19	5	380
19	6	380
19	7	380
19	8	380
19	9	380
19	10	380
19	11	380
19	12	380
19	13	380
19	14	380
19	15	380
19	16	380
19	17	380
19	18	380
19	19	380
19	20	380
19	21	380
19	22	380
19	23	380
19	24	380
19	25	380
19	26	380
19	27	380
19	28	380
19	29	380
19	30	380
19	31	380
19	32	380
19	33	380
19	34	380
19	35	380
19	36	380
19	37	380
19	38	380
19	39	380
19	40	380
19	41	380
19	42	380
19	43	380
19	44	380
19	45	380
19	46	380
19	47	380
19	48	380
19	49	380
19	50	380
20	1	380
20	2	380
20	3	380
20	4	380
20	5	380
20	6	380
20	7	380
20	8	380
20	9	380
20	10	380
20	11	380
20	12	380
20	13	380
20	14	380
20	15	380
20	16	380
20	17	380
20	18	380
20	19	380
20	20	380
20	21	380
20	22	380
20	23	380
20	24	380
20	25	380
20	26	380
20	27	380
20	28	380
20	29	380
20	30	380
20	31	380
20	32	380
20	33	380
20	34	380
20	35	380
20	36	380
20	37	380
20	38	380
20	39	380
20	40	380
20	41	380
20	42	380
20	43	380
20	44	380
20	45	380
20	46	380
20	47	380
20	48	380
